"id","nim_dinus","job_date","job_host","job_agent","ta"
27060,"52a04149546b6cc8f11b86f2182be3ec",2024-02-20 08:10:17.000,"182.253.89.16","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",20232
27061,ad6842c75fb141a59e522fd0bc31a8aa,2024-02-20 08:10:17.000,"36.71.82.216","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",20232
27062,"4b1cb24d8726ef9423fc5869c518bd9e",2024-02-20 08:10:42.000,"36.80.175.93","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",20232
27063,ea3c3d86a7dca10f1625cf67018ae3cb,2024-02-20 08:11:13.000,"66.96.225.165","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27064,e00e7977ebe845c714d21ac05c48ab4c,2024-02-20 08:11:28.000,"140.213.45.164","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",20232
27065,d60ca48b975e695461eb21b6fa2925f1,2024-02-20 08:12:02.000,"182.253.131.39","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36 Edg/121.0.0.0",20232
27066,"5835d75849687a2e36a0713d09c9e66c",2024-02-20 08:12:36.000,"36.68.53.178","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27067,"633a60c3fd2eac75189062bf63a3d00e",2024-02-20 08:13:29.000,"103.162.237.225",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0,20232
27068,a40c622fb44375c7931a6dce40713361,2024-02-20 08:15:38.000,"103.189.117.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27069,ed8a82497c2ca4276ac626465a7b6f1c,2024-02-20 08:15:52.000,"114.79.32.170","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",20232
27070,"8711803157d8436a514c6f5a32f45e33",2024-02-20 08:16:49.000,"66.96.225.177","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27071,"054ada946fdb2f98bf4d82f2b26253c5",2024-02-20 08:17:09.000,"158.140.170.163","Mozilla/5.0 (Linux; Android 11; CPH1937) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/101.0.0.0 Mobile Safari/537.36",20232
27072,"70a221cc20ae6a34658c0c153c8e63cf",2024-02-20 08:17:48.000,"182.2.83.54","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27073,"5a8b619a6ac1eae416aa2a3f3d1e3ed4",2024-02-20 08:18:39.000,"103.172.70.230","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/114.0.0.0 Safari/537.36",20232
27074,"413917ced51cd86ecb9d23db2279836c",2024-02-20 08:20:05.000,"103.162.237.14","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27075,"54ce61907472a0c1016944e6e51b684f",2024-02-20 08:20:41.000,"182.2.42.102","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",20232
27076,b893260f533fc6ec79714594c9f9cbfe,2024-02-20 08:22:01.000,"36.68.10.12","Mozilla/5.0 (Linux; Android 13; V2252; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/11.5.2.0",20232
27077,b893260f533fc6ec79714594c9f9cbfe,2024-02-20 08:22:05.000,"36.68.10.12","Mozilla/5.0 (Linux; Android 13; V2252; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/87.0.4280.141 Mobile Safari/537.36 VivoBrowser/11.5.2.0",20232
27078,"5f4de6f4982252e56e0b874081830f3d",2024-02-20 08:22:07.000,"112.215.241.49","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",20232
27079,"51c0ead6219597d9d2c2a74671be1a97",2024-02-20 08:22:19.000,"112.215.242.52","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27080,"915c04145172dc5c88fe379fa9efc37c",2024-02-20 08:22:50.000,"116.254.113.224","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27081,e07c7403f050fc139cfd37b39a5145ea,2024-02-20 08:23:34.000,"36.80.125.28","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27082,"1213c097982a5b43e63a15e9eb7633e7",2024-02-20 08:24:30.000,"120.188.84.59","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.1 Mobile/15E148 Safari/604.1",20232
27083,"68f5efc28e22de8e68799840ff05ea60",2024-02-20 08:24:41.000,"36.71.83.109","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27084,"4183c74b4bd9710b94f3b031dcd77990",2024-02-20 08:25:05.000,"103.105.28.168","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27085,"535c3f05a5c42a9ed278857d33555fe7",2024-02-20 08:25:17.000,"103.13.204.30","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27086,"475b21daddae57cc23b00856e33d99ca",2024-02-20 08:26:37.000,"103.105.35.90","Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/121.0.6167.171 Mobile/15E148 Safari/604.1",20232
27087,"1894960b65fcd7ccf418dd448f133c30",2024-02-20 08:26:47.000,"36.68.8.217","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1",20232
27088,eb5526dd197a7f3f877108ac36a05908,2024-02-20 08:27:16.000,"182.253.89.38","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27089,a00ef7f3217d38baf9df1bb04dee41c3,2024-02-20 08:27:32.000,"103.162.237.24","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27090,"5e2f6aab9d7c2f6ed3f2bfb71393268b",2024-02-20 08:28:53.000,"103.162.237.181","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27091,"3a071874bdf1495b0d6701b8bf62b18d",2024-02-20 08:30:48.000,"149.108.57.92","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27092,e49d6afce3d8a5ca4ffd12a0051b8750,2024-02-20 08:33:55.000,"36.71.83.52","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27093,"15cdc4f23bee1d9d25807c317fbb25a8",2024-02-20 08:34:12.000,"139.0.104.63","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27094,"51c609c07901d3f36e75053d99de6043",2024-02-20 08:34:12.000,"103.105.35.96","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27095,"0dd6124d09be387cf3ce0523b8afe6a4",2024-02-20 08:34:45.000,"36.68.53.155","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",20232
27096,"644319353c4f68f89dc7b65000b14265",2024-02-20 08:35:30.000,"140.213.56.94","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27097,bb826b2e0ec948040785089cbd5c5799,2024-02-20 08:35:33.000,"36.80.129.88","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27098,"176ff11e0e41b46c0d5ad04368942e23",2024-02-20 08:37:12.000,"103.162.237.179","Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",20232
27099,"2aa987724633a2f8875da5ca49438a37",2024-02-20 08:37:44.000,"182.2.50.78","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/121.0.6167.171 Mobile/15E148 Safari/604.1",20232
27100,"8e8797ed45a7df176aaba228f2a2eec2",2024-02-20 08:39:14.000,"36.80.203.233","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Safari/605.1.15",20232
27101,"5a1b1300416bb8167ad577018bbd6d21",2024-02-20 08:39:30.000,"103.101.218.238","Mozilla/5.0 (Linux; Android 9; Redmi 8) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/92.0.4515.166 Mobile Safari/537.36",20232
27102,c151c30b1d097d9f5ea92f02238d9f05,2024-02-20 08:40:10.000,"103.172.120.209","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27103,"8471c1aa94291b00469c73e61723cefb",2024-02-20 08:40:14.000,"103.172.35.24","Mozilla/5.0 (iPhone; CPU iPhone OS 15_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/299.0.597926513 Mobile/15E148 Safari/604.1",20232
27104,"818d086cc1b996175fcf08deadcb427a",2024-02-20 08:40:17.000,"114.10.18.232","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",20232
27105,"818d086cc1b996175fcf08deadcb427a",2024-02-20 08:40:19.000,"114.10.18.232","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",20232
27106,"63f35b9dc69befc70705b4a49174091b",2024-02-20 08:40:21.000,"103.172.35.13","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",20232
27107,"818d086cc1b996175fcf08deadcb427a",2024-02-20 08:40:23.000,"114.10.18.232","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/115.0.0.0 Mobile Safari/537.36",20232
27108,e3a82f5ec72887310996d6eaa15231e5,2024-02-20 08:40:28.000,"140.213.219.179","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27109,"7a6ae217d6d67acf63a5c1ca1aa834f5",2024-02-20 08:40:32.000,"182.2.83.171","Mozilla/5.0 (iPhone; CPU iPhone OS 16_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Mobile/15E148 Safari/604.1",20232
27110,fc2cfc9aae5d334a26bd8b6ce13fc9da,2024-02-20 08:41:42.000,"103.172.120.209","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",20232
27111,"3870e4fc79949d67a3c6721d71dd72cb",2024-02-20 08:42:09.000,"103.162.237.33","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/116.0.0.0 Mobile Safari/537.36",20232
27112,"174e038870fad2133dbb8e7cff8a3677",2024-02-20 08:42:17.000,"140.213.118.57","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27113,bd86301315397807b9506ceb7cb48e04,2024-02-20 08:42:23.000,"180.246.63.234","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.0 Mobile/15E148 Safari/604.1",20232
27114,"5dae497a93ed27334efbc9c4b089809a",2024-02-20 08:42:23.000,"182.253.131.36","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27115,"8b871a67d8c255412e49e728e8e7f714",2024-02-20 08:42:32.000,"182.2.82.158","Mozilla/5.0 (iPhone; CPU iPhone OS 17_1_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.1.2 Mobile/15E148 Safari/604.1",20232
27116,ec0a58311c27886c42cb6be5efbe0fdd,2024-02-20 08:42:38.000,"114.79.21.151","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Mobile Safari/537.36",20232
27117,"1497031edb8063d0c8ab24088f6ccac8",2024-02-20 08:42:59.000,"180.248.4.185","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27118,"79898ea1e03d83f86dd076482344abcd",2024-02-20 08:44:00.000,"36.71.81.40","Mozilla/5.0 (iPhone; CPU iPhone OS 17_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3 Mobile/15E148 Safari/604.1",20232
27119,"22571ceb75fdc09b39d2b2b63199f16e",2024-02-20 08:44:35.000,"182.253.89.9",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:122.0) Gecko/20100101 Firefox/122.0,20232
27120,"4ba145125c62e6dc45f2a62a933d7606",2024-02-20 08:44:36.000,"103.175.81.22","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",20232
27121,"4182c120dddc115ccb2147ca257b3e70",2024-02-20 08:44:37.000,"182.2.43.218","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27122,ae083010c205ec771ccb2516b31f345d,2024-02-20 08:44:37.000,"182.2.41.5","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/112.0.0.0 Mobile Safari/537.36",20232
27123,"0f9342891ab2c2ec2c2f60c270e53967",2024-02-20 08:44:52.000,"114.79.16.178",Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:121.0) Gecko/20100101 Firefox/121.0,20232
27124,b8260c13d4f6e4e677f429794196d883,2024-02-20 08:44:59.000,"119.47.90.29","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27125,"0ccf9ddb6afb3f8dd2e70224ac0509c6",2024-02-20 08:45:29.000,"114.79.20.183","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/110.0.0.0 Mobile Safari/537.36",20232
27126,f9af6dc2a0573f13fc14e10ffea3d660,2024-02-20 08:45:30.000,"103.105.35.126","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27127,ebdd2a6dd0f671425d1d96c93d1dd8ed,2024-02-20 08:46:30.000,"36.79.69.253","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27128,"832869e5cef70e360e4e47875b26662b",2024-02-20 08:50:41.000,"103.162.237.108","Mozilla/5.0 (iPhone; CPU iPhone OS 16_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.3 Mobile/15E148 Safari/604.1",20232
27129,"03fe3d4b997d81ce271f4d99c70bcae6",2024-02-20 08:51:16.000,"103.162.237.27","Mozilla/5.0 (iPhone; CPU iPhone OS 15_8 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/15.6.6 Mobile/15E148 Safari/604.1",20232
27130,e3288bc74b38453d77d924401cfd9dde,2024-02-20 08:51:18.000,"66.96.225.115","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27131,"90f5aa6f4acc8d7272c34bd1a8f08b88",2024-02-20 08:52:29.000,"180.248.9.105","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27132,d010c54491520538aaa70be0f0845800,2024-02-20 08:55:32.000,"125.160.108.20","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.2 Mobile/15E148 Safari/604.1",20232
27133,"5a69369a23550ac7bc4f6287a5db2af7",2024-02-20 08:55:41.000,"36.90.153.209","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27134,"24b372c07f695ab3720761910b915879",2024-02-20 08:56:28.000,"182.253.89.3","Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.2 Safari/605.1.15",20232
27135,"6a1f6b1aa853c77a7b68b698618fdb15",2024-02-20 08:59:22.000,"182.253.89.7","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27136,"49d9f61bcaadd03acce603d757aa2f67",2024-02-20 09:01:39.000,"182.2.74.33","Mozilla/5.0 (X11; CrOS x86_64 14541.0.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27137,aefd7b74e370882762184951fa375d4f,2024-02-20 09:01:51.000,"182.2.39.199","Mozilla/5.0 (iPhone; CPU iPhone OS 17_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/17.3.1 Mobile/15E148 Safari/604.1",20232
27138,"79883f2c5757e57171458a30693d086b",2024-02-20 09:02:52.000,"180.242.165.99","Mozilla/5.0 (iPhone; CPU iPhone OS 17_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/121.0.6167.171 Mobile/15E148 Safari/604.1",20232
27139,"597aae2c55a903f6b8ca8fa0b9cdcb20",2024-02-20 09:03:23.000,"36.81.10.243","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27140,"54acd8ee4b8d7aa6df44dbc76ec6f079",2024-02-20 09:05:08.000,"36.68.52.108","Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27141,"02508deb737b95e06937bcde992176dc",2024-02-20 09:05:15.000,"180.241.180.162","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
27142,"3ed33db7ed07b2fbb4f8402b3a66a165",2024-02-20 09:06:24.000,"103.191.58.59","Mozilla/5.0 (Linux; Android 10; K) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Mobile Safari/537.36",20232
27143,"74912ea868ee9d031069ba94ccbe52b5",2024-02-20 09:06:42.000,"139.0.97.162","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/121.0.0.0 Safari/537.36",20232
